,CLASSIFICATION,CLASSIFICATION_CODE,Area,bachelor_leased_q4,bachelor_avg_lease_rate_q4,1_bedroom_leased_q4,1_bedroom_avg_lease_rate_q4,2_bedrooms_leased_q4,2_bedrooms_avg_lease_rate_q4,3_bedrooms_leased_q4,3_bedrooms_avg_lease_rate_q4,bachelor_leased_q3,bachelor_avg_lease_rate_q3,1_bedroom_leased_q3,1_bedroom_avg_lease_rate_q3,2_bedrooms_leased_q3,2_bedrooms_avg_lease_rate_q3,3_bedrooms_leased_q3,3_bedrooms_avg_lease_rate_q3,bachelor_leased_q2,bachelor_avg_lease_rate_q2,1_bedroom_leased_q2,1_bedroom_avg_lease_rate_q2,2_bedrooms_leased_q2,2_bedrooms_avg_lease_rate_q2,3_bedrooms_leased_q2,3_bedrooms_avg_lease_rate_q2,bachelor_leased_q1,bachelor_avg_lease_rate_q1,1_bedroom_leased_q1,1_bedroom_avg_lease_rate_q1,2_bedrooms_leased_q1,2_bedrooms_avg_lease_rate_q1,3_bedrooms_leased_q1,3_bedrooms_avg_lease_rate_q1,area_sq_meters,perimeter_meters,park_count,ASSAULT_2023,ASSAULT_RATE_2023,AUTOTHEFT_2023,AUTOTHEFT_RATE_2023,BIKETHEFT_2023,BIKETHEFT_RATE_2023,BREAKENTER_2023,BREAKENTER_RATE_2023,HOMICIDE_2023,HOMICIDE_RATE_2023,ROBBERY_2023,ROBBERY_RATE_2023,SHOOTING_2023,SHOOTING_RATE_2023,THEFTFROMMV_2023,THEFTFROMMV_RATE_2023,THEFTOVER_2023,THEFTOVER_RATE_2023,total_stop_count,avg_stop_frequency,max_stop_frequency,total_line_length_meters,transit_line_density,distinct_route_count
67,Not an NIA or Emerging Neighbourhood,,Toronto E11,0,0,21,2320,9,2850,4,3263,0,0,12,2446,10,2765,3,3350,0,0,10,2018,10,2740,1,3500,0,0,9,2106,5,2695,2,2975,0.0032406744325928,0.272709654377882,21,121,438.882843017578,157,569.459533691406,1.0,3.62713098526001,33,119.695320129395,,,23.0,83.4240112304688,8.0,29.0170478820801,70,253.899169921875,16.0,58.0340957641602,133,348.62406015037595,1620,2.4545656243983096,2.446636870845123,19
68,Not an NIA or Emerging Neighbourhood,,Toronto W09,0,0,1,2500,6,3042,3,3283,0,0,0,0,3,3083,0,0,0,0,0,0,3,3083,1,3500,0,0,0,0,6,2757,2,3567,0.0006161705885669,0.1320879766666214,16,122,495.190155029297,106,430.247192382813,3.0,12.1768074035645,31,125.827011108398,,,17.0,69.0019073486328,4.0,16.2357425689697,61,247.595077514648,3.0,12.1768074035645,80,251.9125,515,1.0501511715364034,1.049504497732332,12
69,Not an NIA or Emerging Neighbourhood,,Toronto C10,9,2106,181,2543,63,3340,6,4333,17,2196,283,2588,111,3502,3,4375,15,2097,280,2491,133,3288,5,4443,11,1990,207,2446,190,3006,18,3761,0.0001054805802829,0.0413270693015609,6,100,373.468780517578,20,74.6937561035156,37.0,138.183441162109,43,160.591567993164,,,3.0,11.2040634155273,,,40,149.387512207031,8.0,29.8775024414063,23,492.0,1689,0.5000416201708425,0.499988881053534,12
70,Not an NIA or Emerging Neighbourhood,,Toronto W03,0,0,8,2349,5,3150,0,0,1,1625,15,2307,26,2961,0,0,1,1675,79,2284,75,2758,3,3332,0,0,11,2214,6,2675,1,3200,0.0001724966146298,0.0531039842919805,6,62,573.755310058594,34,314.640014648438,9.0,83.2870635986328,14,129.557647705078,1.0,9.25411796569824,3.0,27.7623538970947,2.0,18.5082359313965,10,92.5411834716797,2.0,18.5082359313965,32,330.21875,804,0.5343712383525294,0.5342790770204758,7
71,Not an NIA or Emerging Neighbourhood,,Toronto W04,1,1950,29,2430,30,2795,14,3149,2,2075,56,2400,29,2945,2,3375,2,1975,31,2315,26,2731,4,3313,1,1800,37,2286,27,2715,2,3550,0.0004778119121644,0.1483471447907159,12,104,830.007995605469,108,861.931335449219,,,23,183.559463500977,,,13.0,103.750999450684,3.0,23.9425373077393,24,191.540298461914,6.0,47.8850746154785,45,435.4666666666666,1265,1.1496978820633834,1.1491488050754688,15
72,Not an NIA or Emerging Neighbourhood,,Toronto C08,89,2171,840,2557,356,3390,31,4228,207,2296,1439,2652,700,3630,80,5844,199,2095,1346,2512,675,3470,89,4420,119,2080,909,2486,438,3325,27,4119,0.001262352769321,0.2148326680189354,24,440,1196.75793457031,43,116.95588684082,107.0,291.029754638672,94,255.671005249023,,,41.0,111.516075134277,3.0,8.15971279144287,111,301.909362792969,31.0,84.3170318603516,53,428.3962264150944,1692,0.5956261527750548,0.5948752104057987,16
73,Not an NIA or Emerging Neighbourhood,,Toronto C02,9,2166,101,2740,253,4860,4,5244,20,2309,169,2873,104,4917,14,6404,16,2184,148,2906,111,4632,13,7243,6,2119,130,2776,79,4728,8,10466,0.0001878122306184,0.0594683475871052,11,91,596.64306640625,27,177.025970458984,13.0,85.2347259521484,41,268.817199707031,,,25.0,163.912933349609,6.0,39.3391036987305,21,137.686859130859,1.0,6.55651712417603,51,347.1372549019608,986,0.5790672662200324,0.5789585307269409,8
74,Not an NIA or Emerging Neighbourhood,,Toronto W06,2,2050,180,2616,97,3463,4,7775,4,1994,214,2644,134,3590,4,5160,2,1900,234,2594,135,3437,2,4275,1,1900,210,2514,156,3111,5,5074,0.0006113432404071,0.1450659592098735,19,525,2442.76928710938,70,325.702575683594,5.0,23.2644710540771,34,158.198394775391,1.0,4.65289402008057,8.0,37.2231521606445,2.0,9.30578804016113,54,251.256286621094,24.0,111.669456481934,83,263.6385542168675,529,0.9646523598721952,0.9640629864820828,12
75,Neighbourhood Improvement Area,NIA,Toronto W05,3,1900,45,2433,21,2933,2,3200,1,1900,45,2473,24,2959,1,3500,2,1675,46,2429,20,2750,1,3500,3,1682,31,2384,17,2683,2,3275,0.0004942819285601,0.1384125588290489,11,159,828.383850097656,122,635.615295410156,2.0,10.4199228286743,29,151.088882446289,,,13.0,67.7294998168945,2.0,10.4199228286743,77,401.167022705078,10.0,52.0996131896973,47,388.9787234042553,1038,1.425208708027071,1.4245046011455738,13
76,Not an NIA or Emerging Neighbourhood,,Toronto C01,124,2173,1422,2642,598,3715,64,4436,259,2330,2105,2799,959,4006,150,5284,260,2151,2137,2665,941,3756,131,5519,148,2124,1635,2589,703,3714,73,5334,0.0001930381314748,0.0586769350320708,9,135,788.137084960938,28,163.465469360352,46.0,268.550415039063,73,426.177825927734,,,25.0,145.951309204102,1.0,5.83805227279663,40,233.522094726563,9.0,52.5424728393555,34,502.0882352941176,540,0.6719040572749199,0.6717743792039857,7
77,Not an NIA or Emerging Neighbourhood,,Toronto C15,16,2230,222,2615,99,3248,5,4190,26,2148,419,2606,202,3208,13,4098,19,2102,384,2521,179,3102,13,3891,17,2081,287,2472,182,3082,24,3879,0.0003319235215373,0.0798424787398076,11,52,309.65283203125,46,273.923645019531,11.0,65.5034866333008,17,101.23265838623,,,14.0,83.3680725097656,,,36,214.375030517578,5.0,29.7743110656738,31,354.2903225806452,890,0.434605255476439,0.434461047635537,7
78,Not an NIA or Emerging Neighbourhood,,Toronto C14,8,2294,233,2638,134,3335,12,4096,10,2212,301,2640,203,3375,10,4798,4,2095,244,2587,186,3266,8,4353,5,2056,211,2504,170,3125,14,3779,0.0003929598214855,0.0821842854183774,15,47,269.851287841797,88,505.253479003906,9.0,51.6736526489258,73,419.130737304688,,,17.0,97.6057891845703,1.0,5.74151706695557,75,430.61376953125,14.0,80.381233215332,37,234.6216216216216,798,0.5931145674753959,0.5928815888320864,5
79,Not an NIA or Emerging Neighbourhood,,Toronto E02,2,1900,16,2417,12,3253,0,0,3,2017,39,2539,20,3217,0,0,3,2100,30,2376,12,3404,0,0,1,1800,13,2033,8,3161,0,0,0.0004014228830305,0.126145264344668,13,114,490.322570800781,59,253.763442993164,25.0,107.526878356934,39,167.741928100586,1.0,4.30107545852661,18.0,77.4193572998047,,,49,210.752685546875,16.0,68.8172073364258,56,395.1785714285714,1291,0.639338608333014,0.6390820661675198,14
80,Not an NIA or Emerging Neighbourhood,,Toronto W01,1,2200,106,2508,47,3254,6,3925,2,2713,83,2598,39,3572,7,4000,0,0,64,2594,43,3598,6,3989,3,2063,95,2552,73,3135,2,3919,0.0001679051699463,0.0661799000251268,8,137,866.320983886719,27,170.734786987305,21.0,132.793731689453,49,309.852020263672,,,22.0,139.117233276367,1.0,6.32351064682007,39,246.616928100586,5.0,31.6175537109375,34,531.9705882352941,995,0.6787336028374427,0.6786196590882545,15
81,Not an NIA or Emerging Neighbourhood,,Toronto E03,1,1825,8,2388,7,2896,0,0,3,1658,6,2533,4,3113,0,0,1,1725,16,2056,6,2582,0,0,1,1749,16,1876,6,2233,0,0,0.0001250281593876,0.0734182232067843,3,137,1373.708984375,26,260.703887939453,13.0,130.351943969727,24,240.649749755859,,,20.0,200.541458129883,2.0,20.0541458129883,28,280.758056640625,5.0,50.1353645324707,33,413.9090909090909,850,2.016295369582089,2.016043307398119,10
82,Not an NIA or Emerging Neighbourhood,,Toronto C08,89,2171,840,2557,356,3390,31,4228,207,2296,1439,2652,700,3630,80,5844,199,2095,1346,2512,675,3470,89,4420,119,2080,909,2486,438,3325,27,4119,7.708808179608682e-05,0.0352511192093287,6,141,648.872497558594,16,73.6309280395508,56.0,257.708251953125,63,289.921752929688,,,20.0,92.0386581420898,1.0,4.60193300247192,40,184.07731628418,13.0,59.8251266479492,29,297.8965517241379,848,0.6498931766578072,0.6498430815011857,5
83,Not an NIA or Emerging Neighbourhood,,Toronto C15,16,2230,222,2615,99,3248,5,4190,26,2148,419,2606,202,3208,13,4098,19,2102,384,2521,179,3102,13,3891,17,2081,287,2472,182,3082,24,3879,0.0004574525065505,0.0878335420701092,12,59,424.216278076172,35,251.653717041016,3.0,21.5703201293945,27,194.132873535156,,,7.0,50.3307456970215,,,33,237.273513793945,1.0,7.19010639190674,41,273.9512195121951,821,0.4205567227738736,0.420364426013529,6
84,Not an NIA or Emerging Neighbourhood,,Toronto C12,0,0,1,3200,5,4016,0,0,0,0,6,3058,8,4225,0,0,0,0,6,2835,10,3696,0,0,0,0,2,2838,8,23516,0,0,0.0009878342304107,0.1696715516475727,15,47,405.522003173828,81,698.878356933594,8.0,69.0250244140625,96,828.300231933594,,,3.0,25.8843822479248,,,26,224.331314086914,8.0,69.0250244140625,73,265.6027397260274,911,1.247434698564548,1.246203655935152,14
85,Not an NIA or Emerging Neighbourhood,,Toronto W06,2,2050,180,2616,97,3463,4,7775,4,1994,214,2644,134,3590,4,5160,2,1900,234,2594,135,3437,2,4275,1,1900,210,2514,156,3111,5,5074,0.0005552477130279,0.0985688755681679,12,44,321.449432373047,50,365.283447265625,2.0,14.6113386154175,20,146.113388061523,,,8.0,58.4453544616699,,,16,116.89070892334,8.0,58.4453544616699,54,255.57407407407408,714,0.5341971055439098,0.5339006584243355,4
86,Not an NIA or Emerging Neighbourhood,,Toronto W02,1,1850,49,2545,23,3214,2,3700,2,2138,39,2477,29,3274,0,0,1,1775,47,2472,21,3052,1,4000,0,0,44,2405,17,2956,4,3520,0.0001677917419007,0.054531422788437,6,104,764.481018066406,27,198.471038818359,38.0,279.329620361328,46,338.135833740234,,,21.0,154.366363525391,1.0,7.35077905654907,25,183.769485473633,3.0,22.0523376464844,50,347.24,946,1.691590249042941,1.6913064617856302,10
87,Not an NIA or Emerging Neighbourhood,,Toronto E07,0,0,120,2327,50,2818,15,3247,0,0,62,2459,38,2939,0,0,0,0,53,2397,49,2790,3,3217,0,0,32,2340,32,2714,2,2550,0.0008125087712081,0.1344575932789796,10,82,270.877380371094,125,412.922821044922,4.0,13.2135305404663,44,145.348831176758,,,14.0,46.2473564147949,1.0,3.30338263511658,30,99.1014785766602,5.0,16.5169124603271,81,289.34567901234567,807,1.7552721280407235,1.7538471118789638,10
88,Not an NIA or Emerging Neighbourhood,,Toronto W06,2,2050,180,2616,97,3463,4,7775,4,1994,214,2644,134,3590,4,5160,2,1900,234,2594,135,3437,2,4275,1,1900,210,2514,156,3111,5,5074,0.0002522214841995,0.0843694156811464,15,95,755.347045898438,37,294.187805175781,16.0,127.216346740723,27,214.677581787109,,,7.0,55.6571502685547,,,19,151.069412231445,2.0,15.9020433425903,19,392.0,994,0.4168174573835922,0.4167123535752892,7
89,Not an NIA or Emerging Neighbourhood,,Toronto E02,2,1900,16,2417,12,3253,0,0,3,2017,39,2539,20,3217,0,0,3,2100,30,2376,12,3404,0,0,1,1800,13,2033,8,3161,0,0,0.0002946768900603,0.0799849514247931,15,217,896.879516601563,51,210.787353515625,27.0,111.593307495117,44,181.855758666992,2.0,8.26617050170898,17.0,70.262451171875,1.0,4.13308525085449,65,268.650543212891,6.0,24.798511505127,71,390.1690140845071,888,1.800304281971775,1.7997739301872155,21
90,Not an NIA or Emerging Neighbourhood,,Toronto C06,2,2125,31,2410,31,2894,1,3300,0,0,38,2435,53,2842,6,3686,1,1990,55,2345,102,2619,5,3260,0,0,28,2324,37,2689,1,3100,0.0005323079903228,0.1558937908692444,10,86,491.597106933594,76,434.434661865234,5.0,28.5812282562256,42,240.082321166992,1.0,5.71624565124512,16.0,91.4599304199219,,,56,320.109741210938,4.0,22.8649826049805,56,324.94642857142856,1122,0.745842312317411,0.7454455057183668,13
91,Neighbourhood Improvement Area,NIA,Toronto C08,89,2171,840,2557,356,3390,31,4228,207,2296,1439,2652,700,3630,80,5844,199,2095,1346,2512,675,3470,89,4420,119,2080,909,2486,438,3325,27,4119,7.258549084991231e-05,0.0352233295020758,8,160,1014.64898681641,14,88.7817840576172,27.0,171.222015380859,40,253.662246704102,,,20.0,126.831123352051,2.0,12.6831121444702,34,215.612915039063,8.0,50.7324485778809,19,540.421052631579,995,0.4624249349616542,0.4623913720569487,9
92,Not an NIA or Emerging Neighbourhood,,Toronto W08,9,2058,163,2453,141,3058,15,3570,11,2101,199,2391,138,3097,10,3555,1,2100,168,2435,121,3110,3,3325,1,1750,133,2370,116,2981,13,3217,0.000615382389398,0.1176128171114768,21,53,300.965362548828,117,664.395202636719,2.0,11.3571834564209,63,357.751281738281,,,7.0,39.7501411437988,1.0,5.67859172821045,28,159.000564575195,5.0,28.3929576873779,58,274.1896551724138,498,1.1891630990284576,1.1884317590529352,9
93,Emerging Neighbourhood,EN,Toronto E04,0,0,11,2289,9,2789,2,3075,0,0,16,2436,10,2703,1,3300,0,0,10,2367,22,2670,5,3190,0,0,12,2184,23,2542,3,2825,0.0006721593846206,0.1066135407245483,12,217,799.23388671875,100,368.310546875,15.0,55.24658203125,66,243.084976196289,4.0,14.7324228286743,29.0,106.81005859375,2.0,7.36621141433716,97,357.26123046875,25.0,92.07763671875,81,472.9753086419753,2135,2.2710670089158014,2.2695415152875147,19
94,Not an NIA or Emerging Neighbourhood,,Toronto E03,1,1825,8,2388,7,2896,0,0,3,1658,6,2533,4,3113,0,0,1,1725,16,2056,6,2582,0,0,1,1749,16,1876,6,2233,0,0,0.0002624534893918,0.0841883910502298,5,63,644.699157714844,32,327.466217041016,6.0,61.3999176025391,7,71.6332397460938,,,6.0,61.3999176025391,2.0,20.4666385650635,27,276.299621582031,1.0,10.2333192825317,58,301.2068965517241,1227,0.3736820567821307,0.3735840083555568,9
95,Neighbourhood Improvement Area,NIA,Toronto W05,3,1900,45,2433,21,2933,2,3200,1,1900,45,2473,24,2959,1,3500,2,1675,46,2429,20,2750,1,3500,3,1682,31,2384,17,2683,2,3275,0.0008908211581643,0.1433078326520507,11,164,1191.25439453125,132,958.814575195313,4.0,29.0549869537354,90,653.737182617188,2.0,14.5274934768677,25.0,181.593658447266,6.0,43.5824813842773,88,639.209716796875,42.0,305.077362060547,103,222.23300970873785,964,1.569340408616109,1.567943651236778,10
96,Neighbourhood Improvement Area,NIA,Toronto W10,0,0,10,2365,12,2925,1,2780,0,0,19,2369,12,2907,1,3500,0,0,17,2268,6,2796,0,0,0,0,19,2268,11,2702,0,0,0.0003275361857011,0.0983239692230871,6,61,602.052917480469,39,384.919067382813,6.0,59.218318939209,16,157.915512084961,,,14.0,138.176071166992,,,43,424.39794921875,4.0,39.4788780212402,29,388.0344827586207,837,0.9921898128698774,0.9918649412103028,8
97,Not an NIA or Emerging Neighbourhood,,Toronto C11,2,1825,36,2381,15,2921,3,4350,4,1884,37,2414,38,3328,6,3317,1,1900,60,2405,48,3153,8,3222,2,1800,79,2348,53,3046,4,2980,0.0005344975878532,0.1580264583178446,14,38,211.487091064453,113,628.895812988281,12.0,66.7853927612305,49,272.70703125,,,5.0,27.8272476196289,,,54,300.534271240234,9.0,50.0890464782715,51,413.9607843137255,1401,0.6839048581563724,0.6835395079381771,14
98,Not an NIA or Emerging Neighbourhood,,Toronto C04,2,2050,11,2591,12,4001,1,3500,1,1600,18,2516,17,3346,1,3400,0,0,23,2616,26,3208,2,4600,5,1930,17,2530,17,3395,3,2983,0.0003622736331053,0.1068718229709608,11,33,198.675491333008,123,740.517761230469,6.0,36.1228179931641,58,349.187225341797,,,7.0,42.1432876586914,,,22,132.450332641602,6.0,36.1228179931641,40,281.15,603,1.1668617221110422,1.1664391519616648,11
99,Not an NIA or Emerging Neighbourhood,,Toronto C12,0,0,1,3200,5,4016,0,0,0,0,6,3058,8,4225,0,0,0,0,6,2835,10,3696,0,0,0,0,2,2838,8,23516,0,0,0.0008212372190435,0.1489475335458081,20,61,326.849914550781,138,739.430969238281,14.0,75.0147323608398,90,482.237579345703,1.0,5.35819530487061,15.0,80.372932434082,1.0,5.35819530487061,34,182.178634643555,11.0,58.9401473999023,119,270.0504201680672,924,0.9021977303808768,0.9014574199961932,18
100,Not an NIA or Emerging Neighbourhood,,Toronto E03,1,1825,8,2388,7,2896,0,0,3,1658,6,2533,4,3113,0,0,1,1725,16,2056,6,2582,0,0,1,1749,16,1876,6,2233,0,0,0.0001336026983397,0.051209942084141,7,32,373.744445800781,16,186.872222900391,5.0,58.3975715637207,12,140.154174804688,1.0,11.6795139312744,,,,,13,151.833679199219,4.0,46.7180557250977,34,268.8235294117647,850,0.6521101511285368,0.6520230390911345,9
101,Not an NIA or Emerging Neighbourhood,,Toronto W02,1,1850,49,2545,23,3214,2,3700,2,2138,39,2477,29,3274,0,0,1,1775,47,2472,21,3052,1,4000,0,0,44,2405,17,2956,4,3520,0.0002481541778932,0.0825913792875547,19,230,860.005981445313,35,130.870468139648,55.0,205.653610229492,82,306.61083984375,,,18.0,67.304817199707,2.0,7.47831296920776,58,216.871078491211,9.0,33.6524085998535,61,320.0163934426229,847,1.4497619263327337,1.449402251108673,9
102,Not an NIA or Emerging Neighbourhood,,Toronto C01,124,2173,1422,2642,598,3715,64,4436,259,2330,2105,2799,959,4006,150,5284,260,2151,2137,2665,941,3756,131,5519,148,2124,1635,2589,703,3714,73,5334,0.0001712836589119,0.0551454453486764,12,482,2162.0166015625,48,215.304565429688,137.0,614.51513671875,145,650.399230957031,1.0,4.48551177978516,46.0,206.333541870117,5.0,22.4275588989258,104,466.493225097656,28.0,125.594329833984,36,646.9722222222222,1145,1.2186803957180512,1.2184716914284628,9
103,Neighbourhood Improvement Area,NIA,Toronto W04,1,1950,29,2430,30,2795,14,3149,2,2075,56,2400,29,2945,2,3375,2,1975,31,2315,26,2731,4,3313,1,1800,37,2286,27,2715,2,3550,0.0002866043009944,0.1130861771677219,16,242,1140.21862792969,108,508.85791015625,11.0,51.8281173706055,61,287.410491943359,1.0,4.71164703369141,36.0,169.619293212891,4.0,18.8465881347656,60,282.698822021484,4.0,18.8465881347656,61,418.4590163934426,1205,1.096802434980622,1.0964881767531751,12
104,Not an NIA or Emerging Neighbourhood,,Toronto C14,8,2294,233,2638,134,3335,12,4096,10,2212,301,2640,203,3375,10,4798,4,2095,244,2587,186,3266,8,4353,5,2056,211,2504,170,3125,14,3779,5.275241670204878e-05,0.0468552166092367,6,103,450.923736572266,45,197.005523681641,18.0,78.8022079467773,16,70.0464019775391,1.0,4.37790012359619,14.0,61.2906036376953,,,142,621.661865234375,18.0,78.8022079467773,12,329.6666666666667,874,0.3242389640346258,0.3242218605479343,9
105,Not an NIA or Emerging Neighbourhood,,Toronto W04,1,1950,29,2430,30,2795,14,3149,2,2075,56,2400,29,2945,2,3375,2,1975,31,2315,26,2731,4,3313,1,1800,37,2286,27,2715,2,3550,0.0002822886398883,0.0679538804246783,3,50,451.467254638672,48,433.408569335938,,,17,153.498870849609,,,5.0,45.146728515625,1.0,9.02934551239014,17,153.498870849609,1.0,9.02934551239014,21,353.42857142857144,657,0.3247031515057711,0.3246115173620429,5
106,Not an NIA or Emerging Neighbourhood,,Toronto W08,9,2058,163,2453,141,3058,15,3570,11,2101,199,2391,138,3097,10,3555,1,2100,168,2435,121,3110,3,3325,1,1750,133,2370,116,2981,13,3217,0.0002004905402838,0.0681570743723814,4,65,463.888092041016,65,463.888092041016,3.0,21.4102191925049,12,85.6408767700195,,,1.0,7.13673973083496,2.0,14.2734794616699,49,349.700256347656,5.0,35.6837005615234,29,233.27586206896552,304,0.5492776176099533,0.5491675147182212,6
107,Emerging Neighbourhood,EN,Toronto E11,0,0,21,2320,9,2850,4,3263,0,0,12,2446,10,2765,3,3350,0,0,10,2018,10,2740,1,3500,0,0,9,2106,5,2695,2,2975,0.0005406133489602,0.1314908355218697,11,145,501.071258544922,65,224.618148803711,6.0,20.7339820861816,33,114.036903381348,,,20.0,69.1132736206055,3.0,10.3669910430908,52,179.694519042969,,,103,261.71844660194176,678,1.5769006675952917,1.5760486346647813,12
108,Not an NIA or Emerging Neighbourhood,,Toronto E10,0,0,5,2190,2,2600,0,0,0,0,12,2337,5,2905,0,0,0,0,3,2113,5,2600,1,2750,0,0,5,2245,4,2325,0,0,0.0006115584354192,0.1268791119673242,16,38,257.976928710938,47,319.076721191406,,,17,115.41072845459,,,7.0,47.5220642089844,,,29,196.87712097168,2.0,13.5777320861816,41,291.2682926829268,849,0.6701504849006276,0.669740899204174,11
109,Neighbourhood Improvement Area,NIA,Toronto W05,3,1900,45,2433,21,2933,2,3200,1,1900,45,2473,24,2959,1,3500,2,1675,46,2429,20,2750,1,3500,3,1682,31,2384,17,2683,2,3275,0.0003862254480184,0.0918097570048381,13,230,998.870849609375,84,364.804992675781,5.0,21.7145843505859,29,125.94458770752,,,28.0,121.601669311523,7.0,30.4004173278809,54,234.517501831055,13.0,56.4579162597656,81,254.98765432098764,794,0.8783610529025013,0.8780219384859396,8
110,Neighbourhood Improvement Area,NIA,Toronto W10,0,0,10,2365,12,2925,1,2780,0,0,19,2369,12,2907,1,3500,0,0,17,2268,6,2796,0,0,0,0,19,2268,11,2702,0,0,0.0003732847410832,0.1186376726781559,8,65,587.862915039063,49,443.158172607422,5.0,45.2202224731445,23,208.013031005859,,,12.0,108.528533935547,,,55,497.422454833984,14.0,126.616622924805,45,226.6888888888889,597,0.8175443954057248,0.8172393324331143,10
111,Not an NIA or Emerging Neighbourhood,,Toronto E04,0,0,11,2289,9,2789,2,3075,0,0,16,2436,10,2703,1,3300,0,0,10,2367,22,2670,5,3190,0,0,12,2184,23,2542,3,2825,0.0011473405805557,0.1441978482283885,15,258,841.075805664063,208,678.076599121094,27.0,88.0195617675781,77,251.018737792969,,,30.0,97.7995147705078,4.0,13.0399351119995,119,387.938049316406,20.0,65.1996765136719,147,331.2040816326531,778,1.7803941357935438,1.7783537583599935,14
112,Not an NIA or Emerging Neighbourhood,,Toronto E03,1,1825,8,2388,7,2896,0,0,3,1658,6,2533,4,3113,0,0,1,1725,16,2056,6,2582,0,0,1,1749,16,1876,6,2233,0,0,0.0001949822201202,0.0752698546973677,8,81,673.5966796875,17,141.372146606445,11.0,91.4760894775391,22,182.952178955078,,,3.0,24.9480247497559,,,28,232.848236083984,3.0,24.9480247497559,32,642.78125,1550,0.5485336038568961,0.548426670407127,8
113,Emerging Neighbourhood,EN,Toronto E05,0,0,16,2503,19,2952,3,3800,0,0,39,2453,35,2898,12,3413,0,0,27,2427,26,2879,11,3209,0,0,19,2345,37,2672,2,2825,0.0004133015482761,0.0915315082855368,9,82,345.903991699219,53,223.57209777832,7.0,29.5283889770508,26,109.676872253418,,,10.0,42.1834144592285,4.0,16.8733654022217,40,168.733657836914,6.0,25.3100471496582,52,323.46153846153845,796,1.031895009264092,1.0314687016527004,10
114,Not an NIA or Emerging Neighbourhood,,Toronto E09,1,2250,70,2446,38,2994,1,3200,9,2292,137,2559,102,3110,4,3825,7,2023,98,2445,80,2907,8,3538,3,2000,52,2415,48,2875,6,3250,0.0002843197309595,0.0812099751144654,5,73,628.119079589844,24,206.504898071289,2.0,17.2087421417236,15,129.065567016602,,,20.0,172.087417602539,1.0,8.60437107086182,24,206.504898071289,2.0,17.2087421417236,30,320.53333333333336,681,0.7348972711192121,0.7346883847153306,16
115,Neighbourhood Improvement Area,NIA,Toronto W03,0,0,8,2349,5,3150,0,0,1,1625,15,2307,26,2961,0,0,1,1675,79,2284,75,2758,3,3332,0,0,11,2214,6,2675,1,3200,0.0001955036241181,0.0640990842708496,6,106,858.647216796875,34,275.415161132813,2.0,16.200891494751,29,234.91291809082,1.0,8.10044574737549,25.0,202.511138916016,1.0,8.10044574737549,22,178.209808349609,2.0,16.200891494751,30,537.2666666666667,1321,1.018065378741896,1.017866382175313,11
116,Emerging Neighbourhood,EN,Toronto E05,0,0,16,2503,19,2952,3,3800,0,0,39,2453,35,2898,12,3413,0,0,27,2427,26,2879,11,3209,0,0,19,2345,37,2672,2,2825,0.0003871363743677,0.0888814115957156,9,119,501.749786376953,64,269.8486328125,8.0,33.7310791015625,27,113.842391967773,1.0,4.21638488769531,19.0,80.1113128662109,1.0,4.21638488769531,47,198.17008972168,2.0,8.43276977539063,54,269.27777777777777,796,0.8695668315948056,0.8692303209198742,10
117,Neighbourhood Improvement Area,NIA,Toronto C13,4,2125,101,2482,54,3207,4,3499,1,2180,83,2524,54,3240,13,3488,0,0,89,2415,47,3032,14,3641,1,2300,71,2328,56,2914,2,3225,0.0005313770796308,0.1268446361142778,11,146,759.585876464844,55,286.145355224609,2.0,10.4052858352661,25,130.066070556641,,,16.0,83.2422866821289,4.0,20.8105716705322,55,286.145355224609,10.0,52.0264282226563,65,251.0,623,0.8304654622678085,0.8300244063227543,9
118,Emerging Neighbourhood,EN,Toronto W05,3,1900,45,2433,21,2933,2,3200,1,1900,45,2473,24,2959,1,3500,2,1675,46,2429,20,2750,1,3500,3,1682,31,2384,17,2683,2,3275,0.0004102329276689,0.121759326101778,13,120,421.718505859375,84,295.202941894531,5.0,17.5716037750244,29,101.915306091309,,,4.0,14.0572834014893,,,69,242.488143920898,7.0,24.6002464294434,36,473.8333333333333,716,0.7386626182776411,0.7383597188085215,8
119,Not an NIA or Emerging Neighbourhood,,Toronto C15,16,2230,222,2615,99,3248,5,4190,26,2148,419,2606,202,3208,13,4098,19,2102,384,2521,179,3102,13,3891,17,2081,287,2472,182,3082,24,3879,0.0006036863499526,0.1040865157003621,10,67,377.528594970703,74,416.971893310547,2.0,11.269510269165,40,225.390213012695,,,13.0,73.2518157958984,1.0,5.63475513458252,42,236.659713745117,8.0,45.0780410766602,69,341.536231884058,1265,1.004438618604166,1.0038326185547073,10
120,Emerging Neighbourhood,EN,Toronto E05,0,0,16,2503,19,2952,3,3800,0,0,39,2453,35,2898,12,3413,0,0,27,2427,26,2879,11,3209,0,0,19,2345,37,2672,2,2825,0.0005103956869225,0.1001889754160143,10,49,192.269958496094,63,247.204238891602,3.0,11.7716302871704,27,105.944671630859,,,7.0,27.4671382904053,1.0,3.92387676239014,23,90.2491683959961,1.0,3.92387676239014,80,243.975,620,0.9118404204899474,0.9113752584888468,12
