AREA_NAME,Bachelor Leased,bachelor_avg_lease_rate,1_bedrooms_leased,1_bed_room_avg_lease_rate,2_bedrooms_leased,2_bedrooms_avg_lease_rate,3_bedrooms_leased,3_bedrooms_avg_lease_rate,area_sq_meters,perimeter_meters,park_count,ASSAULT_RATE,AUTOTHEFT_RATE,HOMICIDE_RATE,ROBBERY_RATE,SHOOTING_RATE,THEFTOVER_RATE,POPULATION,total_stop_count,avg_stop_frequency,max_stop_frequency,total_line_length_meters,transit_line_density,distinct_route_count,YEAR,avg_rent_1br,rent_lag_1,rent_lag_2,rent_growth_rate,TARGET_RENT_5YR
Agincourt North,,0.0,40.0,,,2663.0,,,0.0008125087712081,0.1344575932789796,10.0,266.220703125,167.241195678711,,37.5439453125,3.41308569908142,10.2392568588257,30426.0,81.0,289.34567901234567,807.0,1.7552721280407235,1.7538471118789638,10.0,2022,1823.3333333333333,1893.1666666666667,1821.4798206278024,-3.6887049916365955,
Agincourt North,,0.0,120.0,,,2818.0,,,0.0008125087712081,0.1344575932789796,10.0,270.877380371094,412.922821044922,,46.2473564147949,3.30338263511658,16.5169124603271,30426.0,81.0,289.34567901234567,807.0,1.7552721280407235,1.7538471118789638,10.0,2023,2464.5,1823.3333333333333,1893.1666666666667,35.16453382084095,
Agincourt North,0.0,0.0,108.0,2220.0,92.0,2687.0,6.0,2960.0,0.0008125087712081,0.1344575932789796,10.0,243.213043212891,420.692840576172,6.57332563400269,141.32649230957,23.0066394805908,36.1532897949219,30426.0,81.0,289.34567901234567,807.0,1.7552721280407235,1.7538471118789638,10.0,2024,2220.0,2464.5,1823.3333333333333,-9.920876445526476,
Agincourt South-Malvern West,0.3333333333333333,945.0,8.666666666666666,1113.3333333333333,16.333333333333332,1407.0,2.0,1483.5,0.0008806315876002,0.1661700776506951,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,348.3193277310924,1117.0,1.972778513732775,1.9710427512255353,19.0,2010,1113.3333333333333,,,,1342.25
Agincourt South-Malvern West,0.0,,35.333333333333336,1224.6666666666667,39.666666666666664,1424.6666666666667,9.0,1618.0,0.0008806315876002,0.1661700776506951,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,348.3193277310924,1117.0,1.972778513732775,1.9710427512255353,19.0,2011,1224.6666666666667,1113.3333333333333,,10.000000000000014,1492.1666666666667
Agincourt South-Malvern West,0.0,,21.0,1272.75,29.5,1451.25,3.5,1546.25,0.0008806315876002,0.1661700776506951,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,348.3193277310924,1117.0,1.972778513732775,1.9710427512255353,19.0,2012,1272.75,1224.6666666666667,1113.3333333333333,3.92623843222645,1644.8333333333333
Agincourt South-Malvern West,0.0,0.0,133.0,1318.25,179.0,1484.25,12.0,1650.3333333333333,0.0008806315876002,0.1661700776506951,15.0,,,,,,,,119.0,348.3193277310924,1117.0,1.972778513732775,1.9710427512255353,19.0,2013,1318.25,1272.75,1224.6666666666667,3.5749361618542523,1801.6666666666667
Agincourt South-Malvern West,0.0,0.0,135.0,1301.5,157.0,1518.5,10.0,1684.25,0.0008806315876002,0.1661700776506951,15.0,439.764892578125,139.540786743164,,109.941223144531,,80.341667175293,,119.0,348.3193277310924,1117.0,1.972778513732775,1.9710427512255353,19.0,2014,1301.5,1318.25,1272.75,-1.2706239332448321,1868.265625
Agincourt South-Malvern West,0.0,,110.0,1342.25,134.0,1547.5,9.0,1722.0,0.0008806315876002,0.1661700776506951,15.0,430.836151123047,121.303382873535,,100.389007568359,,37.6458778381348,,119.0,348.3193277310924,1117.0,1.972778513732775,1.9710427512255353,19.0,2015,1342.25,1301.5,1318.25,3.1310026892047635,1821.4798206278024
Agincourt South-Malvern West,,,25.0,,,1749.0,,,0.0008806315876002,0.1661700776506951,15.0,530.958984375,110.276100158691,,85.7703018188477,8.16860008239746,49.0116004943848,,119.0,348.3193277310924,1117.0,1.972778513732775,1.9710427512255353,19.0,2016,1492.1666666666667,1342.25,1301.5,11.169056931768802,1893.1666666666667
Agincourt South-Malvern West,,,20.0,,,1883.0,,,0.0008806315876002,0.1661700776506951,15.0,449.993927001953,141.88996887207,,137.835968017578,16.2159976959229,56.755989074707,0.0,119.0,348.3193277310924,1117.0,1.972778513732775,1.9710427512255353,19.0,2017,1644.8333333333333,1492.1666666666667,1342.25,10.231207416508422,1823.3333333333333
Agincourt South-Malvern West,,,20.0,,,1883.0,,,0.0008806315876002,0.1661700776506951,15.0,449.993927001953,141.88996887207,,137.835968017578,16.2159976959229,56.755989074707,0.0,119.0,348.3193277310924,1117.0,1.972778513732775,1.9710427512255353,19.0,2017,1644.8333333333333,1644.8333333333333,1492.1666666666667,0.0,1823.3333333333333
Agincourt South-Malvern West,,,28.0,,,2089.0,,,0.0008806315876002,0.1661700776506951,15.0,471.261138916016,153.059173583984,4.02787303924561,132.919799804688,20.1393642425537,40.2787284851074,,119.0,348.3193277310924,1117.0,1.972778513732775,1.9710427512255353,19.0,2018,1801.6666666666667,1644.8333333333333,1644.8333333333333,9.534907285439264,2464.5
Agincourt South-Malvern West,0.0,,128.0,1868.265625,129.0,2213.3565891472867,8.0,2282.0,0.0008806315876002,0.1661700776506951,15.0,484.193664550781,232.092834472656,,112.044815063477,12.0048017501831,60.0240097045898,0.0,119.0,348.3193277310924,1117.0,1.972778513732775,1.9710427512255353,19.0,2019,1868.265625,1801.6666666666667,1644.8333333333333,3.69651942645698,2220.0
Agincourt South-Malvern West,0.0,0.0,223.0,1821.4798206278024,198.0,2224.464646464646,13.0,2475.3076923076924,0.0008806315876002,0.1661700776506951,15.0,504.5087890625,250.268142700195,7.94502067565918,71.5051803588867,3.97251033782959,31.7800827026367,0.0,119.0,348.3193277310924,1117.0,1.972778513732775,1.9710427512255353,19.0,2020,1821.4798206278024,1868.265625,1801.6666666666667,-2.504237285434057,
Agincourt South-Malvern West,,0.0,41.0,,,2408.0,,,0.0008806315876002,0.1661700776506951,15.0,594.167785644531,152.450942993164,3.90899848937988,74.2709732055664,19.5449924468994,23.4539909362793,29799.0,119.0,348.3193277310924,1117.0,1.972778513732775,1.9710427512255353,19.0,2021,1893.1666666666667,1821.4798206278024,1868.265625,3.935637673666697,
Agincourt South-Malvern West,,0.0,40.0,,,2663.0,,,0.0008806315876002,0.1661700776506951,15.0,652.619812011719,305.798980712891,,123.065444946289,11.1877679824829,37.2925605773926,29799.0,119.0,348.3193277310924,1117.0,1.972778513732775,1.9710427512255353,19.0,2022,1823.3333333333333,1893.1666666666667,1821.4798206278024,-3.6887049916365955,
Agincourt South-Malvern West,,0.0,120.0,,,2818.0,,,0.0008806315876002,0.1661700776506951,15.0,662.991149902344,450.136077880859,,62.809684753418,20.9365615844727,38.3836975097656,29799.0,119.0,348.3193277310924,1117.0,1.972778513732775,1.9710427512255353,19.0,2023,2464.5,1823.3333333333333,1893.1666666666667,35.16453382084095,
Agincourt South-Malvern West,0.0,0.0,108.0,2220.0,92.0,2687.0,6.0,2960.0,0.0008806315876002,0.1661700776506951,15.0,597.335510253906,298.667755126953,,93.9628829956055,16.7790870666504,46.9814414978027,29799.0,119.0,348.3193277310924,1117.0,1.972778513732775,1.9710427512255353,19.0,2024,2220.0,2464.5,1823.3333333333333,-9.920876445526476,
Alderwood,2.0,1050.0,49.666666666666664,1498.0,53.666666666666664,2223.3333333333335,2.6666666666666665,4430.5,0.0005552477130279,0.0985688755681679,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,255.57407407407408,714.0,0.5341971055439098,0.5339006584243355,4.0,2010,1498.0,,,,1493.0
Alderwood,2.0,1194.0,71.33333333333333,1526.0,68.0,2164.3333333333335,3.0,3999.3333333333335,0.0005552477130279,0.0985688755681679,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,255.57407407407408,714.0,0.5341971055439098,0.5339006584243355,4.0,2011,1526.0,1498.0,,1.8691588785046727,2134.0
Alderwood,2.0,1247.0,90.0,1520.5,83.5,2098.5,2.75,4143.75,0.0005552477130279,0.0985688755681679,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,255.57407407407408,714.0,0.5341971055439098,0.5339006584243355,4.0,2012,1520.5,1526.0,1498.0,-0.36041939711664484,2141.1666666666665
Alderwood,7.0,1178.0,409.0,1529.75,431.0,2133.0,13.0,3657.25,0.0005552477130279,0.0985688755681679,12.0,,,,,,,,54.0,255.57407407407408,714.0,0.5341971055439098,0.5339006584243355,4.0,2013,1529.75,1520.5,1526.0,0.6083525156198618,2909.6666666666665
Alderwood,4.0,1199.0,434.0,1540.5,372.0,2223.0,21.0,3588.5,0.0005552477130279,0.0985688755681679,12.0,355.010498046875,72.6157836914063,8.06842041015625,64.54736328125,8.06842041015625,56.4789428710938,,54.0,255.57407407407408,714.0,0.5341971055439098,0.5339006584243355,4.0,2014,1540.5,1529.75,1520.5,0.70272920411832,2138.373134328358
Alderwood,10.0,1131.25,825.0,1493.0,666.0,2050.75,11.0,3194.3333333333335,0.0005552477130279,0.0985688755681679,12.0,379.890075683594,145.489822387695,,48.4966049194336,,24.2483024597168,,54.0,255.57407407407408,714.0,0.5341971055439098,0.5339006584243355,4.0,2015,1493.0,1540.5,1529.75,-3.083414475819539,2104.733804475854
Alderwood,,1475.0,106.0,,,2461.0,,,0.0005552477130279,0.0985688755681679,12.0,314.212066650391,136.964233398438,,80.5671920776367,,80.5671920776367,,54.0,255.57407407407408,714.0,0.5341971055439098,0.5339006584243355,4.0,2016,2134.0,1493.0,1540.5,42.93369055592766,2680.1666666666665
Alderwood,,1675.0,113.0,,,2642.0,,,0.0005552477130279,0.0985688755681679,12.0,167.544281005859,127.652786254883,,47.8697929382324,,55.8480949401855,0.0,54.0,255.57407407407408,714.0,0.5341971055439098,0.5339006584243355,4.0,2017,2141.1666666666665,2134.0,1493.0,0.33583255232739057,2910.8333333333335
Alderwood,,1675.0,113.0,,,2642.0,,,0.0005552477130279,0.0985688755681679,12.0,167.544281005859,127.652786254883,,47.8697929382324,,55.8480949401855,0.0,54.0,255.57407407407408,714.0,0.5341971055439098,0.5339006584243355,4.0,2017,2141.1666666666665,2141.1666666666665,2134.0,0.0,2910.8333333333335
Alderwood,,,148.0,,,2885.0,,,0.0005552477130279,0.0985688755681679,12.0,237.116668701172,189.693328857422,,63.2311096191406,,55.327220916748,,54.0,255.57407407407408,714.0,0.5341971055439098,0.5339006584243355,4.0,2018,2909.6666666666665,2141.1666666666665,2141.1666666666665,35.89164785553048,3092.1666666666665
Alderwood,8.0,1687.5,804.0,2138.373134328358,531.0,2823.60263653484,13.0,4469.153846153846,0.0005552477130279,0.0985688755681679,12.0,281.646057128906,117.352523803711,,39.1175079345703,7.82350158691406,54.7645111083984,0.0,54.0,255.57407407407408,714.0,0.5341971055439098,0.5339006584243355,4.0,2019,2138.373134328358,2909.6666666666665,2141.1666666666665,-26.507968805303307,2448.0
Alderwood,11.0,1653.6363636363635,849.0,2104.733804475854,530.0,2880.490566037736,12.0,4820.833333333333,0.0005552477130279,0.0985688755681679,12.0,287.044219970703,217.22265625,,93.0954208374023,,38.7897605895996,0.0,54.0,255.57407407407408,714.0,0.5341971055439098,0.5339006584243355,4.0,2020,2104.733804475854,2138.373134328358,2909.6666666666665,-1.5731272205245797,
