AREA_NAME,Bachelor Leased,bachelor_avg_lease_rate,1_bedrooms_leased,1_bed_room_avg_lease_rate,2_bedrooms_leased,2_bedrooms_avg_lease_rate,3_bedrooms_leased,3_bedrooms_avg_lease_rate,area_sq_meters,perimeter_meters,park_count,ASSAULT_RATE,AUTOTHEFT_RATE,HOMICIDE_RATE,ROBBERY_RATE,SHOOTING_RATE,THEFTOVER_RATE,POPULATION,total_stop_count,avg_stop_frequency,max_stop_frequency,total_line_length_meters,transit_line_density,distinct_route_count,YEAR,avg_rent_1br,rent_lag_1,rent_lag_2,rent_growth_rate,TARGET_RENT_5YR
Blake-Jones,0.0,0.0,63.0,1684.75,14.0,2230.25,0.0,0.0,0.0001050867529587,0.0429573159451001,3.0,900.0,50.0,,137.5,12.5,12.5,,21.0,253.52380952380952,444.0,0.3740049015257775,0.373965602694872,4.0,2014,1684.75,1645.0,1622.0,2.4164133738601823,2211.707818930041
Blake-Jones,3.0,1106.5,119.0,1714.5,45.0,2156.75,1.0,3000.0,0.0001050867529587,0.0429573159451001,3.0,817.09619140625,37.7121315002441,,138.277816772461,12.5707101821899,12.5707101821899,,21.0,253.52380952380952,444.0,0.3740049015257775,0.373965602694872,4.0,2015,1714.5,1684.75,1645.0,1.7658406291734678,2130.0972762645915
Blake-Jones,,1495.0,22.0,,,2350.0,,,0.0001050867529587,0.0429573159451001,3.0,803.212829589844,62.7510032653809,12.5502004623413,138.052215576172,50.2008018493652,,,21.0,253.52380952380952,444.0,0.3740049015257775,0.373965602694872,4.0,2016,1841.2,1714.5,1684.75,7.389909594634007,2338.0
Blake-Jones,,,22.0,,,2919.0,,,0.0001050867529587,0.0429573159451001,3.0,769.618957519531,75.7002258300781,,176.633865356445,25.2334098815918,25.2334098815918,0.0,21.0,253.52380952380952,444.0,0.3740049015257775,0.373965602694872,4.0,2017,2129.6,1841.2,1714.5,15.663697588529214,2621.5
Blake-Jones,,,22.0,,,2919.0,,,0.0001050867529587,0.0429573159451001,3.0,769.618957519531,75.7002258300781,,176.633865356445,25.2334098815918,25.2334098815918,0.0,21.0,253.52380952380952,444.0,0.3740049015257775,0.373965602694872,4.0,2017,2129.6,2129.6,1841.2,0.0,2621.5
Blake-Jones,,,22.0,,,2835.0,,,0.0001050867529587,0.0429573159451001,3.0,798.985412597656,126.823081970215,,164.870010375977,25.364616394043,12.6823081970215,,21.0,253.52380952380952,444.0,0.3740049015257775,0.373965602694872,4.0,2018,2595.3333333333335,2129.6,2129.6,21.869521662910106,3034.5
Blake-Jones,8.0,1986.75,243.0,2211.707818930041,118.0,2816.7033898305085,2.0,3550.0,0.0001050867529587,0.0429573159451001,3.0,866.904663085938,101.988784790039,,114.737380981445,25.4971961975098,50.9943923950195,0.0,21.0,253.52380952380952,444.0,0.3740049015257775,0.373965602694872,4.0,2019,2211.707818930041,2595.3333333333335,2129.6,-14.78135811982889,2421.0
Blake-Jones,12.0,1739.0,257.0,2130.0972762645915,122.0,2568.2704918032787,4.0,3900.0,0.0001050867529587,0.0429573159451001,3.0,729.553283691406,89.5942687988281,,51.1967239379883,25.5983619689941,63.9959030151367,0.0,21.0,253.52380952380952,444.0,0.3740049015257775,0.373965602694872,4.0,2020,2130.0972762645915,2211.707818930041,2595.3333333333335,-3.6899332708843167,
Blake-Jones,,0.0,44.0,,,2628.0,,,0.0001050867529587,0.0429573159451001,3.0,599.566284179688,63.7836456298828,,165.837478637695,12.7567291259766,25.5134582519531,8157.0,21.0,253.52380952380952,444.0,0.3740049015257775,0.373965602694872,4.0,2021,2338.0,2130.0972762645915,2211.707818930041,9.76024550859919,
Blake-Jones,,1774.0,44.0,,,3183.0,,,0.0001050867529587,0.0429573159451001,3.0,606.903503417969,113.794410705566,12.6438236236572,126.438232421875,25.2876472473145,12.6438236236572,8157.0,21.0,253.52380952380952,444.0,0.3740049015257775,0.373965602694872,4.0,2022,2621.5,2338.0,2130.0972762645915,12.125748502994012,
Blake-Jones,,2117.0,68.0,,,3208.0,,,0.0001050867529587,0.0429573159451001,3.0,945.945922851563,73.710075378418,12.2850122451782,135.135131835938,49.1400489807129,36.855037689209,8157.0,21.0,253.52380952380952,444.0,0.3740049015257775,0.373965602694872,4.0,2023,3034.5,2621.5,2338.0,15.7543391188251,
Blake-Jones,4.0,1880.0,75.0,2421.0,43.0,3132.0,3.0,5253.0,0.0001050867529587,0.0429573159451001,3.0,735.564575195313,61.297046661377,24.5188179016113,208.409957885742,12.2594089508057,49.0376358032227,8157.0,21.0,253.52380952380952,444.0,0.3740049015257775,0.373965602694872,4.0,2024,2421.0,3034.5,2621.5,-20.217498764211566,
Briar Hill-Belgravia,0.0,,2.6666666666666665,1109.3333333333333,3.0,1263.3333333333333,0.6666666666666666,1350.0,0.0002041554585887,0.0714810144871526,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,375.52777777777777,807.0,0.3741147387326271,0.3740383767562906,6.0,2010,1109.3333333333333,,,,1373.0
