AREA_NAME,YEAR,avg_rent_1br,POPULATION,ASSAULT_RATE,AUTOTHEFT_RATE,BIKETHEFT_RATE,HOMICIDE_RATE,ROBBERY_RATE,SHOOTING_RATE,THEFTFROMMV_RATE,THEFTOVER_RATE,park_count,transit_line_density,total_stop_count,BREAKENTER_RATE,TARGET_RENT_5YR,rent_lag_1,rent_lag_2,rent_growth_rate
Agincourt South-Malvern West,2012,1272.75,29799.0,439.764892578125,139.540786743164,4.22850847244263,4.02787303924561,109.941223144531,8.16860008239746,363.651733398438,80.341667175293,15.0,1.9710427512255353,119.0,197.650573730469,1570.25,1224.6666666666667,1113.3333333333333,0.0392623843222645
Agincourt South-Malvern West,2013,1318.25,29799.0,439.764892578125,139.540786743164,4.22850847244263,4.02787303924561,109.941223144531,8.16860008239746,363.651733398438,80.341667175293,15.0,1.9710427512255353,119.0,197.650573730469,1737.0,1272.75,1224.6666666666667,0.03574936161854252
Agincourt South-Malvern West,2014,1301.5,29799.0,439.764892578125,139.540786743164,4.22850847244263,4.02787303924561,109.941223144531,8.16860008239746,363.651733398438,80.341667175293,15.0,1.9710427512255353,119.0,197.650573730469,,1318.25,1272.75,-0.012706239332448322
Agincourt South-Malvern West,2015,1342.25,29799.0,430.836151123047,121.303382873535,20.9143772125244,4.02787303924561,100.389007568359,8.16860008239746,296.984161376953,37.6458778381348,15.0,1.9710427512255353,119.0,197.650573730469,,1301.5,1318.25,0.031310026892047635
Agincourt South-Malvern West,2016,1416.5,29799.0,530.958984375,110.276100158691,12.2529001235962,4.02787303924561,85.7703018188477,8.16860008239746,253.226593017578,49.0116004943848,15.0,1.9710427512255353,119.0,197.650573730469,,1342.25,1301.5,0.05531756379214006
Agincourt South-Malvern West,2017,1570.25,29799.0,449.993927001953,141.88996887207,28.3779945373535,4.02787303924561,137.835968017578,16.2159976959229,340.535949707031,56.755989074707,15.0,1.9710427512255353,119.0,197.650573730469,2139.75,1416.5,1342.25,0.10854218143310977
Agincourt South-Malvern West,2018,1737.0,29799.0,471.261138916016,153.059173583984,24.1672382354736,4.02787303924561,132.919799804688,20.1393642425537,290.0068359375,40.2787284851074,15.0,1.9710427512255353,119.0,197.650573730469,2380.75,1570.25,1416.5,0.10619328132462984
Agincourt South-Malvern West,2022,2139.75,29799.0,652.619812011719,305.798980712891,22.3755359649658,4.02787303924561,123.065444946289,11.1877679824829,309.528259277344,37.2925605773926,15.0,1.9710427512255353,119.0,197.650573730469,,1737.0,1570.25,0.23186528497409326
Agincourt South-Malvern West,2023,2380.75,29799.0,662.991149902344,450.136077880859,41.8731231689453,4.02787303924561,62.809684753418,20.9365615844727,251.238739013672,38.3836975097656,15.0,1.9710427512255353,119.0,233.791610717773,,2139.75,1737.0,0.11262998013786657
Agincourt South-Malvern West,2024,2220.0,29799.0,597.335510253906,298.667755126953,26.8465385437012,4.02787303924561,93.9628829956055,16.7790870666504,191.281585693359,46.9814414978027,15.0,1.9710427512255353,119.0,233.791610717773,,2380.75,2139.75,-0.06752073926283735
Alderwood,2010,1498.0,13746.0,355.010498046875,72.6157836914063,40.3421020507813,8.06842041015625,64.54736328125,8.06842041015625,298.531555175781,56.4789428710938,12.0,0.5339006584243355,54.0,316.789855957031,1493.0,,,
Alderwood,2011,1526.0,13746.0,355.010498046875,72.6157836914063,40.3421020507813,8.06842041015625,64.54736328125,8.06842041015625,298.531555175781,56.4789428710938,12.0,0.5339006584243355,54.0,316.789855957031,1629.25,1498.0,,0.018691588785046728
Alderwood,2012,1520.5,13746.0,355.010498046875,72.6157836914063,40.3421020507813,8.06842041015625,64.54736328125,8.06842041015625,298.531555175781,56.4789428710938,12.0,0.5339006584243355,54.0,316.789855957031,1810.0,1526.0,1498.0,-0.0036041939711664484
Alderwood,2013,1529.75,13746.0,355.010498046875,72.6157836914063,40.3421020507813,8.06842041015625,64.54736328125,8.06842041015625,298.531555175781,56.4789428710938,12.0,0.5339006584243355,54.0,316.789855957031,2004.75,1520.5,1526.0,0.0060835251561986185
Alderwood,2014,1540.5,13746.0,355.010498046875,72.6157836914063,40.3421020507813,8.06842041015625,64.54736328125,8.06842041015625,298.531555175781,56.4789428710938,12.0,0.5339006584243355,54.0,316.789855957031,,1529.75,1520.5,0.0070272920411832
Alderwood,2015,1493.0,13746.0,379.890075683594,145.489822387695,16.1655349731445,8.06842041015625,48.4966049194336,8.06842041015625,363.724548339844,24.2483024597168,12.0,0.5339006584243355,54.0,316.789855957031,,1540.5,1529.75,-0.030834144758195393
Alderwood,2016,1629.25,13746.0,314.212066650391,136.964233398438,24.1701583862305,8.06842041015625,80.5671920776367,8.06842041015625,362.552368164063,80.5671920776367,12.0,0.5339006584243355,54.0,316.789855957031,,1493.0,1540.5,0.09125920964501005
Alderwood,2017,1810.0,13746.0,167.544281005859,127.652786254883,31.9131965637207,8.06842041015625,47.8697929382324,8.06842041015625,135.631088256836,55.8480949401855,12.0,0.5339006584243355,54.0,316.789855957031,2362.0,1629.25,1493.0,0.11094061684824305
Alderwood,2018,2004.75,13746.0,237.116668701172,189.693328857422,71.1350021362305,8.06842041015625,63.2311096191406,8.06842041015625,158.077774047852,55.327220916748,12.0,0.5339006584243355,54.0,316.789855957031,2592.0,1810.0,1629.25,0.10759668508287293
Alderwood,2022,2362.0,13746.0,324.332489013672,520.440490722656,90.5113906860352,22.6278476715088,52.7983093261719,7.54261589050293,233.821090698242,60.3409271240234,12.0,0.5339006584243355,54.0,316.789855957031,,2004.75,1810.0,0.1782017707943634
